Participant.ID,X1..I.think.City.Council.should.consider.increasing.the.budget.for.the.following.service..select.one..,X2.1.Supports.environmental.and.climate.action,X2.2.Supports.truth..justice.and.reconciliation,X2.3.Makes.sure.everyone.in.Toronto.has.equitable.access.to.services.and.supports,X2.4.Makes.it.easier.to.get.around,X2.5.Supports.social..physical.and.mental.well.being,X2.6.Makes.life.easier.or.more.affordable,X2.7.Helps.build.the.economy..supports.businesses..job.creation.or.employment,X2.8.Makes.Toronto.safer,X2.9.Supports.the.city.s.development.and.prepares.for.future.growth,X2.10.This.is.a.fundamental.municipal.service,X2.11.Is.a.good.use.of.my.property.taxes.or.user.fees,X2.12.Other.,X2.13.Other.Text,X3..The.service.I.think.the.City.should.decrease.funding.to.is.,X4.1.The.money.should.go.to.another.program.or.service,X4.2.Enough.of.my.money.goes.to.this.service.already,X4.3.Benefits.some.Toronto.residents.more.than.others,X4.4.The.money.to.support.it.should.come.from.another.level.of.government,X4.5.The.City.should.not.deliver.this.service.anymore,X4.6.It.needs.to.be.more.effective.before.the.City.spends.more.money.on.this.service,X4.7.It.no.longer.meets.the.needs.of.Toronto.s.residents,X4.8.Other.,X4.9.Other.Text,X5..The.City.continues.to.fill.the.funding.gap.for.services.that.are.the.Provincial.Government.s.responsibilities..resulting.in.a..1.5.billion.budget.shortfall..These.services.should.be.properly.funded.by.them.including.housing..emergency.shelters..highways..public.safety..refugees.and.transit..Do.you.agree.that.the.provincial.government.should.step.up.and.pay.for.their.responsibilities.,X6..The.City.of.Toronto.continues.to.fill.the.gap.in.funding.for.services.that.are.within.the.Federal.Government.s.responsibilities.and.should.be.properly.funded.by.them..These.services.include.housing..transit..health.and.refugee.settlement....Do.you.agree.that.the.federal.government.should.step.up.and.pay.for.their.responsibilities.,X7.1.Meet.and.speak.with.my.local.Member.of.Provincial.Parliament..MPP..and.Member.of.Parliament..MP.,X7.2.Ask.friends.to.also.contact.their.MPP.and.MP.to.support.a.New.Deal,X7.3.Participate.in.the.provincial.budget.consultations,X7.4.Participate.in.the.federal.budget.consultations,X7.5.Sign.a.petition.to.the.provincial.and.federal.parliaments,X7.6.Other,X7.7.Other.Text,X8..Please.provide.the.first.three.characters.of.your.postal.code..e.g..M5H.,X9..What.is.your.age.,X10.1.Identify.as.Indigenous.to.Canada..First.Nations..Inuit.or.Metis.,X10.2.From.a.racialized.community,X10.3.New.to.Canada..less.than.5.years.,X10.4.Have.lived.experience.of.homelessness,X10.5.Member.of.the.2SLGBTQ..community,X10.6.Living.with.disability,X10.7.Low.income,X10.8.My.primary.language.is.not.English.or.French,X10.9.None.of.these.apply.to.me.or.prefer.not.to.answer,X10.10.Other,X10.11.Other.Text
f08cbbce1b313be5d615239e972f2eba,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
35217b94ef00b2b70e254b9c52daa3a3,Police ,NA,NA,NA,1,NA,NA,NA,1,NA,1,1,NA,,Affordable housing and shelters ,1,1,1,1,1,1,1,NA,,Strongly agree,Strongly agree,NA,NA,NA,NA,1,NA,,M1H,30-54,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,
dd07925bd92cf9f25f0b67110f9bba62,Public health,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,,Parking ,1,1,NA,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,NA,NA,NA,1,NA,,M6S,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
442b32babecae6f51bad2fa913d42748,Police ,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,,Environment and climate ,1,1,1,1,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,NA,1,1,1,NA,,M9P,55-64,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,
1bd5af0c7640f7a364cc61c0750fd76e,Libraries,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,"Some children live in overcrowded conditions, or even shelters, and don't have a quiet space to study or even to read.  Increased library hours would help.",Police ,NA,NA,NA,NA,NA,NA,NA,1,I would prefer that more money goes to mental health services.,Strongly agree,Strongly agree,NA,NA,NA,NA,1,NA,,m6n,65 and over,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
321448959a3a19237ab7461bb72c94d7,Building permits and inspections,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12f8afb59dd42c9b5f2386937e15a193,Affordable housing and shelters ,NA,NA,NA,NA,1,1,1,1,1,NA,1,NA,,"Maintaining roads, bike lanes and sidewalks",1,1,1,NA,1,1,1,NA,,Strongly agree,Strongly agree,1,NA,NA,NA,1,NA,,M1L,19-Oct,NA,1,NA,NA,NA,NA,1,NA,NA,NA,
c54cb1afebe44313cf9523c1a1be0bc4,Affordable housing and shelters ,NA,NA,1,NA,1,NA,NA,NA,1,1,1,NA,,Parking ,NA,NA,NA,NA,NA,NA,NA,1,Reduce net cost by increasing revenue,Strongly agree,Strongly agree,NA,NA,1,NA,1,NA,,M9R,65 and over,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
fbecaea01d33465636fa899fd27aa66d,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
180f9e0f4dd8ea75d57ff377eced87a1,TTC and Wheel Trans ,1,NA,1,1,1,1,1,NA,1,1,1,NA,,Police ,1,1,1,NA,NA,1,1,NA,,Strongly agree,Strongly agree,1,1,NA,NA,1,NA,,M6K,30-54,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,
ccf20ade2613541850c2fb499cc4e3d1,Affordable housing and shelters ,NA,1,1,NA,1,1,1,1,1,1,1,NA,,Police ,1,1,1,NA,NA,1,NA,NA,,Strongly agree,Strongly agree,1,1,1,1,1,NA,,M6G,19-Oct,NA,NA,NA,NA,1,1,NA,NA,NA,NA,
ceaecea9a10801717c937b47c8fedbeb,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
743fa6be7e3b5abfd61edadf1f847030,Animal services,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"COVID-19 resulted in an increase in pet ownership. Those same pets are now in need of support from the city, due to so many people lacking the ability to care for them.",Promoting and supporting Toronto businesses,NA,NA,NA,NA,NA,NA,NA,1,"1./ The City of Toronto spends more than it brings in. 2./ The residents of Toronto on en mass, finding it difficult to make ends meet, unable to afford present tax levels, let-alone an increase.",Strongly agree,Strongly agree,1,1,1,1,1,1,"In addition to the above, The City of Toronto needs to look within. This form; it's unable to accommodate the long list (truly) of spending areas the city needs to address and improve upon.",M4C,Prefer not to answer,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
78c7aff81c6e887208cae129c15cfdfc,"Maintaining roads, bike lanes and sidewalks",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,Infrastructure maintain is important as was everything on list,Animal services,NA,NA,NA,NA,NA,NA,NA,1,If you have to cut somewhere this is unfortunately the only item in pov,Disagree,Strongly agree,NA,NA,NA,NA,1,NA,,M6M,65 and over,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
e5c9c040cadb908f8cd9079f24c15d6d,Affordable housing and shelters ,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,,Parking ,1,NA,1,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,NA,1,1,1,NA,,M4S,55-64,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
86d147e552b8f73ad4c9921516e7c989,Employment and social services,NA,NA,NA,NA,1,NA,1,1,1,1,NA,NA,,Police ,1,1,1,1,NA,1,1,NA,,Agree,Agree,NA,1,1,1,1,NA,,M5A,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
3151437e8a8c5d16e853275f02380488,Libraries,NA,1,1,NA,1,NA,NA,1,1,1,1,NA,,Parking ,NA,NA,1,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,NA,NA,NA,1,NA,,M2N,30-54,NA,NA,NA,NA,1,NA,NA,1,NA,NA,
666f9db5507dd9bb9c3ece0e5aae5e6b,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
56ac9ae20e2406225ed0a08191c4b9e5,"Garbage, recycling and green bin",NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,,Animal services,1,NA,1,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,NA,NA,NA,1,NA,,M2H,30-54,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,
fffb69c1764785f7ba36df0dbed90f70,Paramedics,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,Promoting and supporting Toronto businesses,1,NA,NA,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,1,1,1,1,1,NA,,m4b,55-64,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
af79b446caf6bcc2484f7f67a45205d2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8a132dd3ab639a79a62e95922161bc57,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ff0facf38f9a2ef51352c1cd7a763884,Police ,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,,"Maintaining roads, bike lanes and sidewalks",NA,NA,NA,NA,NA,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
25864a7ec70c36c21d3d0606a0fc6e31,Child care ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7c406a32ee4c3a84ec3b6c76319380b2,Affordable housing and shelters ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
32e6fe9670959a8b7095debdd6fea70a,Affordable housing and shelters ,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,Housing has become unaffordable for most Torontarians,Environment and climate ,1,1,NA,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,NA,1,NA,NA,NA,,M5V,30-54,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,
b72ee8e0822361cc2f378f9583e052e8,Paramedics,NA,NA,1,NA,1,NA,NA,NA,NA,1,1,NA,,"Arts, culture, entertainment and attractions",1,1,1,NA,NA,NA,NA,NA,,Agree,Agree,NA,NA,NA,NA,1,NA,,M9b,55-64,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
c9694964ff859f050b90710c6ce56ee8,Affordable housing and shelters ,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,Police ,NA,1,NA,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,1,NA,NA,NA,NA,,M9N,30-54,NA,1,NA,NA,NA,NA,1,1,NA,NA,
866ed5909b93d6a6304e6625f763d9bc,"Garbage, recycling and green bin",1,NA,NA,NA,1,NA,NA,1,NA,1,1,1,It encourages people to visit and/or enjoy the city.,Promoting and supporting Toronto businesses,1,NA,NA,NA,NA,NA,NA,1,Taking care of all the other areas will automatically benefit and  organically promote local businesses.,Strongly agree,Strongly agree,1,1,NA,NA,1,NA,,M5j,55-64,NA,NA,NA,NA,NA,1,NA,NA,NA,1,"Nearly alone, nearly a senior, with sudden and serious health issues."
7b329caba06e2c362173bb269d18f960,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
cfb709258984bec0fb456456d85829ac,Affordable housing and shelters ,1,1,NA,NA,1,1,1,1,1,1,NA,NA,,Police ,1,1,1,NA,NA,1,1,NA,,Strongly agree,Strongly agree,1,1,1,1,1,NA,,M5R,20–29,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
bed02a9decdd693dd6687820d466c8ed,Enforcement of bylaws and licensing ,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,"There would be actual financial consequences for illegal action ( street parking, adding house structures, upkeep of homes, business ) for safety and clealiness",Libraries,NA,NA,NA,NA,NA,NA,1,1,"Can get most things On line,",Agree,Agree,NA,NA,NA,NA,1,NA,,M1P,65 and over,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
6a33895717bdc278ac67c8b63705e806,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3423f94c488431481dfddf8ca630c7e8,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6caddcc23969cafd4325a6866c045732,Affordable housing and shelters ,NA,1,1,NA,1,1,NA,1,1,1,1,NA,,Parking ,1,NA,1,NA,NA,NA,NA,1,The city should be moving towards more environmentally friendly forms of transportation and encouraging people to use their cars less.,Strongly agree,Strongly agree,NA,NA,1,1,1,NA,,M6H,65 and over,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
7e0421ca9aa9dd2cc0e62daec8ccd041,Planning and development,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
be660de786e72106f6e7cb94d152654b,Paramedics,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,"Press on code red, lack of service, Makes Toronto safer","Maintaining roads, bike lanes and sidewalks",NA,NA,NA,NA,NA,NA,NA,1,Massive increase in underutilizes biking infrastructure at a time when city in crisis,Strongly agree,Strongly agree,1,1,1,1,1,NA,,M6S,Prefer not to answer,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
5bbccfc3ab174441feac7d31e030b6d1,Planning and development,NA,NA,1,1,1,1,1,1,1,1,1,1,"Massive anticipated population growth over next 5-10 years will necessitate massive development for this city’s infrastructure, public transit, and public services",Police ,1,1,1,NA,NA,1,NA,NA,,Strongly agree,Strongly agree,NA,1,NA,NA,1,NA,,M5V,30-54,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Young immigrant naturalized to citizen in childhood
fa0f62e314261487d242969305b27b09,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
360441b9698917527f7fffe9637870b6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
91cd144f3ff495e70f42108624f45b0f,Affordable housing and shelters ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ea63ce4b74aaa49fd22bad39d63c6a7f,Parks and recreation,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,,Planning and development,NA,NA,NA,NA,NA,NA,1,NA,,Strongly agree,Strongly agree,1,1,NA,NA,1,NA,,M6P,Prefer not to answer,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
fd497d553dd9ccad69f85da88fa4528a,Water treatment and distribution,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,,"Arts, culture, entertainment and attractions",1,1,1,1,1,1,1,NA,,Agree,Agree,NA,NA,NA,NA,1,NA,,M9B,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
51d1fa0e63806329f478577634e12f2f,Affordable housing and shelters ,NA,NA,1,NA,1,1,NA,1,1,1,1,NA,,Animal services,1,NA,1,NA,1,1,1,NA,,Strongly agree,Undecided / Don’t Know,1,1,NA,NA,1,NA,,M6P,65 and over,NA,1,NA,NA,NA,1,NA,NA,NA,NA,
8b7ea239e2468cdd889afb78e5700953,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
fa1033274004cff84f583c4b3a3c87ff,Affordable housing and shelters ,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,,Police ,1,1,NA,NA,NA,1,1,1,Improved social services with trained staff would deliver better results at lower cost.,Strongly disagree,Strongly disagree,1,1,1,1,1,NA,,M4L,65 and over,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
aeb78ee0573bc4097b3c52e2c3d42e46,Affordable housing and shelters ,NA,NA,1,NA,NA,NA,1,1,NA,1,NA,NA,,Police ,1,1,NA,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,NA,1,NA,1,NA,,m6p,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
aed13b14b6072bb412d922281381382e,Employment and social services,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,,Parking ,1,1,NA,NA,NA,1,NA,NA,,Strongly agree,Strongly agree,NA,NA,1,NA,1,NA,,M6s,20–29,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
e74eba5e1cafff86f5a4c385537f975b,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
22464b007e11976de1820645fc0e85cc,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2048ccdf8540fb835fa846c0ee4ea31f,Affordable housing and shelters ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
972612e8cde3de0ab9542c0e17218e04,Paramedics,NA,NA,1,NA,1,NA,NA,NA,NA,1,1,NA,,"Maintaining roads, bike lanes and sidewalks",NA,NA,NA,NA,NA,1,NA,NA,,Agree,Agree,NA,NA,NA,NA,1,NA,,M6s,55-64,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
24d5ea7338c6c788996a0894bd986da3,Parks and recreation,NA,NA,1,NA,1,1,NA,1,NA,1,1,NA,,Police ,NA,1,NA,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,NA,1,1,NA,NA,,M1n,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
9c2bed376235e30b04fe0f669268bbfb,Enforcement of bylaws and licensing ,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,,"Arts, culture, entertainment and attractions",1,1,1,1,1,1,1,NA,,Strongly agree,Strongly agree,NA,NA,NA,NA,NA,1,I expect municipal politicians to work with other levels of government.,M1H,55-64,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,
b7edb93eeb4285214212ccb9355d5169,Employment and social services,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
41b25a94ec19ed82eb50266a84c5efcd,Affordable housing and shelters ,NA,NA,1,NA,1,1,NA,1,NA,NA,1,NA,,Parking ,1,NA,1,NA,NA,NA,NA,NA,,Agree,Agree,1,NA,NA,NA,NA,NA,,M6P,65 and over,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
a1fac20ea407dd164f4b7227eb8c9436,Affordable housing and shelters ,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,Animal services,NA,NA,1,NA,NA,NA,NA,NA,,Undecided / Don’t Know,Disagree,NA,NA,1,NA,NA,NA,,M1c,65 and over,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,
f88604f4f7ed3745263565e76e679afd,TTC and Wheel Trans ,1,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,,Enforcement of bylaws and licensing ,NA,1,NA,NA,NA,1,NA,NA,,Strongly agree,Strongly agree,NA,NA,NA,NA,1,NA,,M8z,65 and over,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,
6d18c199aa3017d4de32f47a6a3be839,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
c8b7944d649af3d7b04b1348d60ec030,Public health,NA,NA,1,1,1,1,1,1,1,1,1,NA,,Affordable housing and shelters ,NA,NA,1,1,1,NA,NA,NA,,Strongly agree,Strongly agree,1,1,NA,NA,1,NA,,M5G,30-54,NA,1,NA,NA,NA,NA,NA,1,NA,NA,
e26f1c8f8ba764bbce42b59579fbe458,"Arts, culture, entertainment and attractions",NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,,Planning and development,1,NA,NA,NA,NA,NA,NA,NA,,Agree,Agree,NA,NA,NA,NA,1,NA,,M8X,55-64,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
96099fc1bf1c7e8558900942439b43d4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
08492b97ea5f244c442497579c6eff35,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6678b5b99d37a1cb7cca6d71ac1c43fa,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8ac3b0f3af05b3a5aadf7f80ddf9ec77,Public health,NA,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,,"Arts, culture, entertainment and attractions",NA,NA,1,1,NA,NA,NA,NA,,Agree,Agree,NA,NA,NA,NA,1,NA,,M6S,65 and over,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
e50cdc054cbd8fb6f4432f16b65d57ad,Police ,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,,Affordable housing and shelters ,1,1,1,NA,1,1,NA,NA,,Strongly disagree,Disagree,NA,NA,NA,NA,NA,1,"Toronto must solve its own problems, by using money wisely and cut budget on many programs",M2M,20–29,NA,NA,NA,NA,1,NA,1,1,NA,NA,
b21ccf7307bd2b1114e12e40b3c43adc,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3734442f858a0c1a69c67317f7f3fcf8,Affordable housing and shelters ,NA,NA,1,NA,1,1,NA,1,NA,1,NA,NA,,"Maintaining roads, bike lanes and sidewalks",1,1,1,NA,NA,1,NA,NA,,Strongly disagree,Strongly disagree,1,1,NA,NA,NA,NA,,M9B,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
4cc5922ac16c30c80304bf9907e560aa,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9ba863a48e187e69ffdab9e55c46f009,Building permits and inspections,NA,NA,NA,NA,1,1,1,NA,1,1,1,NA,,Environment and climate ,1,1,NA,NA,NA,1,NA,NA,,Strongly disagree,Strongly disagree,NA,NA,NA,NA,NA,1,Invite neighbours to hear Councillor explain the budget issues,M4E,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
dd4663e3490ca7911b30445f562f94c1,Affordable housing and shelters ,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,,Enforcement of bylaws and licensing ,1,NA,NA,NA,NA,NA,NA,NA,,Undecided / Don’t Know,Agree,1,NA,1,1,NA,NA,,M5A,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
0aac4c81bf3b8051e401800cfe2bfc32,Enforcement of bylaws and licensing ,NA,1,1,1,1,1,1,1,1,NA,NA,NA,,Animal services,1,NA,1,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,NA,1,1,1,NA,,m4y,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
082c86bbd8a4fc9c3bdff36a2c1ba00c,TTC and Wheel Trans ,1,NA,1,1,1,1,1,NA,1,1,NA,NA,,Parking ,NA,NA,1,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,NA,NA,NA,1,NA,,M5A,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
f00c99ed9bdcfb043a2bf46416fde13e,"Maintaining roads, bike lanes and sidewalks",NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,,Police ,NA,1,NA,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,NA,1,1,1,NA,,m3a,20–29,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,
3803308b6fb12426de2e3c762ee70849,TTC and Wheel Trans ,1,NA,1,1,1,1,NA,1,1,1,1,NA,,Parking ,1,NA,1,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,NA,1,1,1,NA,,M3N,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
dc9ced742efef873392d29720a71d2da,TTC and Wheel Trans ,NA,NA,1,1,1,1,NA,1,NA,1,1,NA,,Environment and climate ,NA,1,NA,NA,NA,NA,NA,NA,,Agree,Strongly agree,NA,1,1,1,1,NA,,M1B,30-54,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,
